"Camera","Camera_type","Site","Day","Date","Time","Number_of_bees_2min","LM_2min","HS_2min","Number_of_bees_4min","LM_4min","HS_4min","Number_of_bees_6min","LM_6min","HS_6min","Number_of_bees_8min","LM_8min","HS_8min","Number_of_bees_10min","LM_10min","HS_10min","Avg_total_number_of_HS","Avg_total_number_of_LM","Avg_total_number_of_bees","Duration_of_nest_opening_HS","Avg_duration_of_nest_guarding_LM","Avg_duration_of_nest_guarding_HS","Duration_of_nest_closing_HS","Incoming_frequency_LM","Outgoing_frequency_LM","Incoming_frequency_HS","Outgoing_frequency_HS","Thermochron_1","Thermochron_10","Thermochron_2","Thermochron_3","Thermochron_4","Thermochron_6","Thermochron_7","Thermochron_8","Thermochron_9","Avg_T_ambient","Avg_T_H_scab","Avg_T_L_mala","Avg_lux_light_logger"
"Sveta","Focal",2,10,"24/4",12,4,2,2,3,1,2,0,0,0,3,1,2,3,0,3,1.8,1,2.6,NA,NA,NA,NA,0,1,2,0,35.56667,17.7833333333333,31.5833333333333,25.6,16.5833333333333,14,18.6333333333333,13.4166666666667,17.15,23.4498888888889,31.9710833333333,31.6443888888889,72793.6853333333
"Sveta","Focal",2,10,"24/4",13,0,0,0,0,0,0,0,0,0,4,1,3,1,0,1,0.8,0.2,1,NA,NA,NA,NA,0,0,1,0,27.9,19.5666666666667,31.9166666666667,26.1,17,14.1666666666667,20.2333333333333,15.5166666666667,18.7333333333333,23.0718333333333,29.3519166666667,29.0266666666667,58238.336
"Sveta","Focal",2,10,"24/4",14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.2,0.4,NA,NA,NA,NA,0,0,0,0,22.36667,20.5333333333333,35.6,27,17.7333333333333,15,21.5166666666667,18,19.8333333333333,23.7252222222222,30.2331111111111,28.3187222222222,32474.4533333333
"Sveta","Focal",2,10,"24/4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,21,21,32.9666666666667,25.8333333333333,19.2833333333333,15.4166666666667,22,19.6,20.9166666666667,21.3182222222222,28.4864444444444,27.8273611111111,26530.9866666667
"Sveta","Focal",2,10,"24/4",16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,0,0,0,0,20,21,27.55,23.45,22.6666666666667,16.1333333333333,21.2166666666667,20,21,19.5262222222222,24.7909444444444,25.9647222222222,14130.8586666667
"Sveta","Focal",2,10,"24/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.17778,20.530612244898,19.02,20.3404255319149,24.4230769230769,18.1764705882353,20.8541666666667,20.4772727272727,20.4347826086957,17.1575277777778,20.56825,21.0898888888889,5262.54933333333
"Thanasis","Focal",1,1,"15/4",10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.6,NA,NA,NA,NA,1,1,0,3,25.7166666666667,14,21.2166666666667,14.7,15.8833333333333,14.9,15.9333333333333,17.0166666666667,14.95,NA,NA,NA,NA
"Thanasis","Focal",1,1,"15/4",11,6,1,5,4,0,4,3,1,2,3,1,2,3,0,3,3.2,0.6,3.8,NA,NA,NA,NA,0,0,2,0,27.75,14.8166666666667,26.1,15.8666666666667,17.5,15.7,17.6333333333333,19.95,16.0333333333333,NA,NA,NA,NA
"Thanasis","Focal",1,1,"15/4",12,2,0,2,3,1,2,7,0,7,5,0,5,2,1,1,3.4,0.2,3.8,NA,NA,NA,NA,1,0,3,1,29.6666666666667,15.65,33.3333333333333,16.6666666666667,19.45,17.4,19.4,25.8,17.5333333333333,NA,NA,NA,NA
"Thanasis","Focal",1,1,"15/4",14,5,1,4,1,0,1,3,0,3,5,0,5,5,0,5,3.6,0.4,3.8,NA,NA,NA,NA,0,3,3,0,25.7833333333333,17.6833333333333,33.7666666666667,18.45,22,20.6333333333333,22,26.8333333333333,20,NA,NA,NA,NA
"Thanasis","Focal",1,1,"15/4",15,2,1,1,2,0,2,2,2,0,0,0,0,0,0,0,0.6,0.6,1.2,NA,NA,NA,NA,0,0,0,0,25.4833333333333,18,32.1833333333333,19,22,21,22.0333333333333,27.05,20.5666666666667,NA,NA,NA,NA
"Thanasis","Focal",1,1,"15/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,25.7666666666667,18,23.85,19,21,20,21.6,22.8166666666667,20,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,18.1,15,15.3666666666667,15,15.6833333333333,15,15.75,16.1333333333333,15,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,0,0,0,0,21.4166666666667,15,20.2,15.15,16.5,15.6333333333333,16.4666666666667,18.45,15.6833333333333,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",12,3,0,3,1,0,1,4,3,1,1,0,1,3,2,1,1.4,0.6,2.4,NA,32,NA,NA,0,0,0,2,21.7666666666667,15.1666666666667,21.9,16,17.3333333333333,16.4166666666667,17.4,20.1166666666667,16.2,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",13,2,0,2,3,0,3,3,1,2,2,0,2,2,0,2,2.2,0.6,2.4,NA,NA,NA,NA,0,0,2,2,23.1,16,25.7166666666667,16.6833333333333,18.3666666666667,17.3833333333333,18.5833333333333,23.0333333333333,17.0833333333333,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",14,4,2,2,3,0,3,6,3,3,2,0,2,1,0,1,2.2,1,3.2,NA,NA,NA,NA,0,0,0,0,23.2833333333333,16.4833333333333,29.0833333333333,17.65,19.7,18.8666666666667,19.8666666666667,23.4666666666667,18.15,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,23.0833333333333,17,26.2833333333333,18,20,19.4666666666667,20.55,22.2833333333333,19,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,22.1833333333333,17,21.9666666666667,18,19.55,19,20,20.6333333333333,19,NA,NA,NA,NA
"Thanasis","Focal",1,2,"16/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,22.4166666666667,19.1,20.3666666666667,19.95,20.2833333333333,19.6833333333333,20.2166666666667,20.6666666666667,20.6,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,14.1,14.5666666666667,NA,16.4666666666667,NA,14.5666666666667,15,14,15,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",11,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0.6,0,0.6,NA,NA,NA,NA,0,0,3,3,17.2333333333333,15,NA,19.0666666666667,NA,15.2,15.9,14.95,15,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",12,2,0,2,0,0,0,1,0,1,3,0,3,1,0,1,1.4,0,1.4,NA,NA,128.67,NA,0,0,1,0,19.5166666666667,15.7,NA,21.1,NA,16,16.7833333333333,15.4,15.6,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",13,2,0,2,2,0,2,1,0,1,3,0,3,4,0,4,2.4,0,2.4,NA,NA,141,127,0,0,0,0,20.5333333333333,16.4833333333333,NA,22.1666666666667,NA,16.8666666666667,17.9666666666667,16,16,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",14,1,1,0,1,0,1,2,1,1,1,0,1,0,0,0,0.6,0.4,1,NA,NA,NA,NA,0,0,0,0,21.4666666666667,17,NA,24.4333333333333,NA,17.4,19.05,16.65,16.85,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.3666666666667,17.9166666666667,NA,25.7666666666667,NA,18.0833333333333,20.4666666666667,17.8666666666667,17.6166666666667,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.3166666666667,18,NA,24.5666666666667,NA,18.7166666666667,20.7333333333333,18,18,NA,NA,NA,NA
"Thanasis","Focal",1,3,"17/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,19.2666666666667,18,NA,20.3333333333333,NA,18,19.8666666666667,17.4666666666667,18,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",10,4,3,1,4,2,2,5,2,3,2,1,1,2,0,2,1.8,1.6,3.4,NA,NA,NA,NA,3,2,2,2,24.0166666666667,15.2,NA,17.0833333333333,NA,14.1833333333333,15.5166666666667,14,15,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",11,8,1,7,5,0,5,3,0,3,6,1,5,7,0,7,5.4,0.4,5.8,NA,NA,30,NA,0,0,1,1,23.6333333333333,16.5166666666667,NA,21.5333333333333,NA,15.5666666666667,17.1166666666667,14,15.7166666666667,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",12,7,0,7,5,0,5,3,0,3,8,0,8,7,1,6,5.8,0,6,NA,NA,NA,NA,0,0,0,0,22.4166666666667,17.6833333333333,NA,26.4833333333333,NA,16.7,18.45,14.9,16.65,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",13,6,0,6,4,2,2,2,0,2,1,0,1,2,0,2,2.6,0.6,3,NA,NA,NA,NA,0,0,1,1,22.4833333333333,18.7833333333333,NA,26.8833333333333,NA,17.9333333333333,20,16.3166666666667,17.6,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",14,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,1,0,1,NA,NA,NA,NA,0,0,0,0,21.3166666666667,19.8333333333333,NA,28.45,NA,19.3333333333333,21.2,17.1,18.5833333333333,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",15,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,0,0,2,1,21.6666666666667,20,NA,29.8833333333333,NA,20,22,18,19.2,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,NA,NA,NA,NA,0,0,0,0,20.3166666666667,20,NA,30.4166666666667,NA,19.8666666666667,22,18,20,NA,NA,NA,NA
"Thanasis","Focal",1,4,"18/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.4054054054054,19.3333333333333,NA,26.4186046511628,NA,19.1914893617021,20.9791666666667,17.6,19.9038461538462,NA,NA,NA,NA
"Thanasis","Focal",1,5,"19/4",10,4,2,2,0,0,0,1,1,0,2,0,2,2,1,1,1,0.6,1.8,NA,NA,NA,NA,0,0,1,0,27.9833333333333,13.8666666666667,30.4666666666667,16.45,17.1,13.2,15.7666666666667,12.4833333333333,13.6833333333333,NA,NA,NA,NA
"Thanasis","Focal",1,5,"19/4",11,6,1,5,3,0,3,7,1,6,2,1,1,4,1,3,3.6,0.8,4.4,NA,NA,264.5,NA,0,0,2,1,27.0333333333333,15.1,34.5,20.3166666666667,19.9833333333333,14.8333333333333,18.4,13.4833333333333,14.65,NA,NA,NA,NA
"Thanasis","Focal",1,5,"19/4",12,6,2,4,5,0,5,5,0,5,3,0,3,7,0,7,4.8,0.6,5.2,NA,NA,53.9,NA,0,0,1,0,26.0666666666667,16.4833333333333,35.95,23.05,22.1,16.5833333333333,20.6833333333333,14.6333333333333,15.8333333333333,NA,NA,NA,NA
"Thanasis","Focal",1,5,"19/4",13,2,0,2,5,0,5,3,2,1,2,0,2,4,0,4,2.8,0.4,3.2,NA,NA,NA,NA,0,0,0,0,24.55,17.7333333333333,37.5833333333333,25.45,24.6,18.8166666666667,22.0666666666667,16.6333333333333,17.1333333333333,NA,NA,NA,NA
"Thanasis","Focal",1,5,"19/4",14,3,0,3,2,0,2,1,0,1,2,1,1,1,0,1,1.6,0.2,1.8,NA,NA,NA,NA,0,0,0,0,22.9,18.9,34.4833333333333,26.2,25.2833333333333,21.5333333333333,22.8666666666667,19.1166666666667,18.1666666666667,18.7610126582278,18.9788607594937,19.9407594936709,16686.16
"Thanasis","Focal",1,5,"19/4",15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.6,0,0.6,NA,NA,NA,NA,0,0,0,1,23,19.0166666666667,30.2666666666667,25.4,26.95,22.15,22.25,20.6666666666667,19,22.0631666666667,26.9730555555556,26.9748611111111,27698.7733333333
"Thanasis","Focal",1,5,"19/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,23.3166666666667,19.25,25.4666666666667,24.4,31.3166666666667,22.0833333333333,22,20.8666666666667,19,20.6870277777778,25.7488055555556,25.9199166666667,17247.8293333333
"Thanasis","Focal",1,5,"19/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,23.7166666666667,19,19.3666666666667,21.6833333333333,27.1333333333333,20.0666666666667,21.1666666666667,19.55,19,17.8994722222222,22.6620833333333,22.7810555555556,7614.37866666667
"Thanasis","Focal",1,6,"20/4",10,5,2,2,4,1,3,3,1,2,2,1,1,2,0,2,2,1,3.2,NA,NA,NA,NA,2,1,3,2,30.4833333333333,13.9333333333333,31.0333333333333,16.75,16.6666666666667,13.2,16.9833333333333,12.4333333333333,13.8,24.2855833333333,26.60275,26.581,59551.4026666667
"Thanasis","Focal",1,6,"20/4",11,7,0,7,4,0,4,4,1,3,5,0,5,5,0,5,4.8,0.2,5,NA,NA,NA,NA,0,0,0,0,29.6666666666667,15.35,35.95,20.7166666666667,19.3166666666667,14.3166666666667,19.8166666666667,13.3833333333333,14.8666666666667,25.1202777777778,28.85575,31.5174166666667,66832.7253333333
"Thanasis","Focal",1,6,"20/4",12,4,0,4,4,0,4,4,0,4,6,2,4,6,0,6,4.4,0.4,4.8,NA,NA,NA,NA,0,0,1,2,27.3333333333333,16.7666666666667,37.25,24.05,21.6833333333333,15.85,21.7166666666667,14.85,16.2833333333333,23.6494444444444,33.6105833333333,33.6675555555556,66910.5493333333
"Thanasis","Focal",1,6,"20/4",13,4,0,4,3,0,3,2,0,2,0,0,0,2,0,2,2.2,0,2.2,NA,NA,NA,NA,0,0,0,0,23.6166666666667,18.2166666666667,36.45,25.6666666666667,20.0833333333333,17.0333333333333,23,18.2833333333333,17.4333333333333,23.4954722222222,33.2878333333333,32.76725,69832.704
"Thanasis","Focal",1,6,"20/4",14,2,0,2,2,1,1,1,0,1,0,0,0,0,0,0,0.8,0.2,1,NA,NA,NA,NA,0,0,1,1,21.5833333333333,19,35.2,26.2666666666667,21.0166666666667,19.6333333333333,23.9,20.7666666666667,18.4833333333333,23.8775555555556,30.9070833333333,30.6707222222222,46330.5386666667
"Thanasis","Focal",1,6,"20/4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,22.2666666666667,19.95,29.8333333333333,25.4666666666667,25.1666666666667,21.6833333333333,23.8166666666667,22,19,23.6310555555556,29.3607777777778,30.0343888888889,43484.5013333333
"Thanasis","Focal",1,6,"20/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,21.3333333333333,20,23.6333333333333,23.2833333333333,27.7666666666667,21.1333333333333,22.4166666666667,21.5,19,20.8740277777778,25.4633333333333,28.0579166666667,11219.84
"Thanasis","Focal",1,7,"21/4",9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2,0,0.2,NA,NA,84,NA,0,0,0,0,34.9,13.8,19.7666666666667,15.5666666666667,14.7833333333333,12.9833333333333,14,12.4833333333333,14,20.3978333333333,16.8544722222222,17.9629444444444,41337.6
"Thanasis","Focal",1,7,"21/4",10,6,2,4,4,0,4,3,0,3,3,1,2,5,1,4,3.4,0.6,4.2,NA,NA,NA,NA,1,0,4,2,38.1833333333333,14.4333333333333,30.3,19.5833333333333,17.0666666666667,14,14.9833333333333,13,14.55,25.6385277777778,25.2321944444444,28.0727222222222,60181.1626666667
"Thanasis","Focal",1,7,"21/4",11,7,2,5,4,1,3,4,0,4,4,0,4,4,0,4,4,0.8,4.6,NA,NA,NA,NA,0,0,1,0,38.4666666666667,15.9166666666667,38.0333333333333,23.7166666666667,19,15.0666666666667,16.6166666666667,13.9333333333333,16.15,26.7082777777778,29.4862222222222,32.59775,66204.3306666667
"Thanasis","Focal",1,7,"21/4",12,6,1,5,4,0,4,6,0,6,4,0,4,3,0,3,4.4,0.2,4.6,NA,NA,NA,NA,0,0,2,1,34.8833333333333,17.6,41.6,26.8166666666667,20.4666666666667,16,18.5,15.1166666666667,17.6666666666667,25.2510555555556,35.0288888888889,34.9943333333333,71797.4186666667
"Thanasis","Focal",1,7,"21/4",13,2,0,2,3,1,2,1,0,1,3,0,3,1,0,1,1.8,0.2,2,NA,NA,NA,NA,0,0,2,1,30.5833333333333,19.2166666666667,37.4166666666667,27.25,21.75,17.0666666666667,19.8166666666667,17.0666666666667,19,25.6452222222222,35.6979166666667,35.1074166666667,70237.8666666667
"Thanasis","Focal",1,7,"21/4",14,1,0,1,2,1,1,1,0,1,1,0,1,0,0,0,0.8,0.2,1,NA,NA,NA,NA,0,0,0,0,24.4666666666667,20.2666666666667,42.7333333333333,29.6666666666667,24.2333333333333,21.2333333333333,21.0833333333333,19.1333333333333,20.2166666666667,26.5515555555556,34.1362222222222,33.6535277777778,43871.0613333333
"Thanasis","Focal",1,7,"21/4",15,2,1,1,2,0,2,3,0,3,2,0,2,2,0,2,2,0.2,2.2,NA,NA,NA,NA,0,0,0,0,23.2833333333333,21,41.0333333333333,29.7666666666667,28.0666666666667,25.45,22,20.7333333333333,21,25.51675,31.0656388888889,31.7791388888889,40908.032
"Thanasis","Focal",1,7,"21/4",16,1,0,1,1,0,1,1,0,1,2,0,2,1,0,1,1.2,0,1.2,NA,NA,NA,NA,0,0,2,2,22.9833333333333,21,33.5166666666667,26.25,28.7666666666667,25.5,22,21,21.4,23.1782222222222,28.24075,31.3025555555556,13444.0533333333
"Thanasis","Focal",1,7,"21/4",17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.2,0,0.2,NA,NA,NA,NA,0,0,0,1,21.5833333333333,21,20.0333333333333,22.3166666666667,24.8166666666667,21.7666666666667,21.2,20.6833333333333,21,19.4072777777778,23.7200555555556,24.7264722222222,6277.14133333333
"Thanasis","Focal",1,8,"22/4",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0,0.2,NA,NA,45.5,NA,0,0,0,0,20.5333333333333,15.95,17.8166666666667,17.55,17.45,15.6833333333333,16.1666666666667,15.1333333333333,16,17.8374166666667,19.3833888888889,16.56525,10202.24
"Thanasis","Focal",1,8,"22/4",10,4,0,4,2,0,2,1,0,1,1,0,1,2,0,2,2,0,2,NA,NA,54.8,NA,0,0,0,0,25.0666666666667,16,22.6666666666667,19.65,19.5,16.6833333333333,17,16,16.9,19.9853611111111,22.7516388888889,21.3198888888889,23078.8266666667
"Thanasis","Focal",1,8,"22/4",11,4,0,4,4,0,4,3,0,3,2,0,2,4,1,3,3.2,0,3.4,NA,NA,25.67,NA,0,0,5,3,28.3666666666667,16.85,28.8,22.1166666666667,20.5833333333333,17.5666666666667,18.0833333333333,16.9833333333333,17.65,21.9877777777778,25.4305833333333,25.8507777777778,37461.0773333333
"Thanasis","Focal",1,8,"22/4",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,NA,NA,NA,191,0,0,0,0,26.8333333333333,17.7666666666667,25.95,22.2333333333333,20.7333333333333,18,19,17.5833333333333,18.3666666666667,20.7860833333333,24.1323055555556,23.9521944444444,17281.1946666667
"Thanasis","Focal",1,8,"22/4",13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,NA,NA,NA,NA,0,0,1,1,27.95,18.1166666666667,33.0166666666667,24.5666666666667,21.8166666666667,18.5666666666667,19.3333333333333,18.3666666666667,19.1,23.4266666666667,28.9444722222222,29.3114722222222,45307.7333333333
"Thanasis","Focal",1,8,"22/4",14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.6,0,0.6,NA,NA,NA,NA,0,0,1,2,27.4333333333333,19.3833333333333,41.7333333333333,28.65,24.1166666666667,19.8166666666667,21.0166666666667,20.4666666666667,20.5,25.5206666666667,31.5284444444444,32.3643888888889,39820.1173333333
"Thanasis","Focal",1,8,"22/4",15,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0.4,0.2,0.6,NA,NA,NA,NA,0,0,0,0,24.9666666666667,20.4333333333333,39.3,28.3166666666667,26.4666666666667,22.9166666666667,22,21.8,21.6,24.7611111111111,30.8098055555556,31.0864166666667,36720.128
"Thanasis","Focal",1,8,"22/4",16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,0,0,0,0,24.4166666666667,21,31.7333333333333,26.15,25.4666666666667,22.6166666666667,22,22,22,21.5636666666667,26.0507777777778,27.2411944444444,17389.568
"Thanasis","Focal",1,8,"22/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,22.0192307692308,20.7560975609756,21.3584905660377,22.9302325581395,21.0769230769231,19.9772727272727,21.58,20.8510638297872,21.2666666666667,17.6903333333333,20.7372222222222,21.8643055555556,6473.74933333333
"Thanasis","Focal",1,9,"23/4",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,24.48333,15,14.4833333333333,15.9,14.1,14,15.0333333333333,14,15,16.2159166666667,14.8126944444444,15.1585277777778,36579.4133333333
"Thanasis","Focal",1,9,"23/4",10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.4,0,0.4,NA,NA,NA,NA,0,0,0,1,27.5,15.55,18.0833333333333,18.5166666666667,15.6666666666667,14.4,16.4,14.2333333333333,15.6166666666667,19.4216388888889,19.6004444444444,22.5900555555556,50370.7306666667
"Thanasis","Focal",1,9,"23/4",11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,0,0,0,0,20.13333,16.85,17.05,18.9333333333333,15.25,15,17,15,16.75,15.2405277777778,17.6094444444444,19.6429444444444,13178.7093333333
"Thanasis","Focal",1,9,"23/4",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,19.45,17,17.0333333333333,18.7,15,14.7,17.3833333333333,15,17,15.5226388888889,18.2621666666667,19.4329444444444,18214.9973333333
"Thanasis","Focal",1,9,"23/4",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.85,17,18.8666666666667,19.3166666666667,15.6166666666667,15,18,15.6,17,16.6418333333333,19.7426666666667,20.5060277777778,20831.6586666667
"Thanasis","Focal",1,9,"23/4",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,18.56667,17.8333333333333,24.4,21.1,16.7833333333333,15,18.7333333333333,16.8,17.7833333333333,18.3158888888889,22.7684166666667,22.9336111111111,23159.1253333333
"Thanasis","Focal",1,9,"23/4",15,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0.6,0,0.6,NA,NA,150.5,NA,0,0,0,0,18.28333,18,21.7833333333333,20.7,16.9333333333333,15,19,17.6666666666667,18.4166666666667,16.8728333333333,20.8492777777778,21.5683611111111,16389.2053333333
"Thanasis","Focal",1,9,"23/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,16.63333,18,20.0166666666667,19.6333333333333,17.25,15.5166666666667,19,17.9333333333333,19,16.0884444444444,19.6831944444444,20.5626111111111,10617.856
"Thanasis","Focal",1,9,"23/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,15.71667,18,16.05,18.4,16.9166666666667,15.7166666666667,18.8333333333333,17.65,19,14.8403611111111,17.4793888888889,18.3342222222222,5870.12266666667
"Thanasis","Focal",1,10,"24/4",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,38.23333,12.2166666666667,13.7833333333333,14.0666666666667,12.7333333333333,11.9833333333333,12.2,11,12.0333333333333,18.9401666666667,13.5551111111111,13.9773055555556,50882.9013333333
"Thanasis","Focal",1,10,"24/4",10,3,1,2,2,0,2,1,0,1,2,0,2,1,0,1,1.6,0.2,1.8,NA,NA,NA,NA,0,0,3,3,40.9,13.4166666666667,19.7166666666667,17.7166666666667,14.3166666666667,12.6833333333333,13.8833333333333,11.6666666666667,13.4,23.0791388888889,20.1151666666667,23.9477777777778,64656.0426666667
"Thanasis","Focal",1,10,"24/4",11,5,3,2,2,0,2,3,0,3,4,0,4,5,0,5,3.2,0.6,3.8,NA,NA,162.7,NA,0,0,0,0,38.8,15.55,26.6333333333333,22.5833333333333,15.6,13.2833333333333,16.2833333333333,12.2166666666667,15.1833333333333,23.8146666666667,26.4597222222222,29.6135833333333,68724.0533333333
"Thanasis","Focal",1,10,"24/4",12,7,0,7,4,0,4,2,0,2,3,0,3,5,0,5,4.2,0,4.2,NA,NA,131,NA,0,0,1,0,35.56667,17.7833333333333,31.5833333333333,25.6,16.5833333333333,14,18.6333333333333,13.4166666666667,17.15,23.4498888888889,31.9710833333333,31.6443888888889,72793.6853333333
"Thanasis","Focal",1,10,"24/4",13,1,0,1,1,0,1,3,0,3,2,0,2,2,0,2,1.8,0,1.8,NA,NA,NA,NA,0,0,1,1,27.9,19.5666666666667,31.9166666666667,26.1,17,14.1666666666667,20.2333333333333,15.5166666666667,18.7333333333333,23.0718333333333,29.3519166666667,29.0266666666667,58238.336
"Thanasis","Focal",1,10,"24/4",14,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0.8,0,0.8,NA,NA,NA,NA,0,0,1,1,22.36667,20.5333333333333,35.6,27,17.7333333333333,15,21.5166666666667,18,19.8333333333333,23.7252222222222,30.2331111111111,28.3187222222222,32474.4533333333
"Thanasis","Focal",1,10,"24/4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,21,21,32.9666666666667,25.8333333333333,19.2833333333333,15.4166666666667,22,19.6,20.9166666666667,21.3182222222222,28.4864444444444,27.8273611111111,26530.9866666667
"Thanasis","Focal",1,10,"24/4",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20,21,27.55,23.45,22.6666666666667,16.1333333333333,21.2166666666667,20,21,19.5262222222222,24.7909444444444,25.9647222222222,14130.8586666667
"Thanasis","Focal",1,10,"24/4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,20.17778,20.530612244898,19.02,20.3404255319149,24.4230769230769,18.1764705882353,20.8541666666667,20.4772727272727,20.4347826086957,17.1575277777778,20.56825,21.0898888888889,5262.54933333333
